Property Name	Property Location	Price	Bedroom	Bathroom	Car Porch	Property Type	Built Up Area	Status
Fadason Villa , Laman Rimbunan , Kepong , Jinjang, Kepong	Kepong, Kuala Lumpur	RM 1,270,000(RM 453.57 per sq. ft.)	5	4	None	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 2,800 sq. ft. 	 Partly furnished
TR Residence, Titiwangsa	Titiwangsa, Kuala Lumpur	RM 678,000(RM 797.65 per sq. ft.)	3	2	1	Serviced Residence | Intermediate 	 Built-up : 850 sq. ft. 	 Partly furnished
Prima Midah Heights, Cheras	Cheras, Kuala Lumpur	RM 550,000(RM 376.45 per sq. ft.)	4	2	2	Condominium | Intermediate 	 Built-up : 1,461 sq. ft. 	 Fully furnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 900,000(RM 526.32 per sq. ft.)	4	4	2	Condominium 	 Built-up : 1,710 sq. ft. 	 Fully furnished
Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 904,176(RM 1494.51 per sq. ft.)	1	1	1	Serviced Residence 	 Built-up : 605 sq. ft. 	 Partly furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 940,000(RM 631.72 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 1,488 sq. ft. 	 Fully furnished
Stonor 3, KLCC	KLCC, Kuala Lumpur	RM 1,738,888(RM 1411.44 per sq. ft.)	3	3	2	Condominium | Corner lot 	 Built-up : 1,232 sq. ft. 	 Fully furnished
The Vyne, Taman Sungai Besi, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 605,000(RM 480.16 per sq. ft.)	3	2	2	Condominium | Penthouse 	 Built-up : 1,260 sq. ft. 	 Partly furnished
Sri Petaling	Sri Petaling, Kuala Lumpur	RM 2,500,000(RM 555.56 per sq. ft.)	4+1	3	None	2.5-sty Terrace/Link House | Corner lot 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Mentari Kondominium, Bandar Sri Permaisuri, Cheras	Cheras, Kuala Lumpur	RM 370,000(RM 360.98 per sq. ft.)	3	2	1	Condominium 	 Built-up : 1,025 sq. ft.	Unfurnished
Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 1,899,999(RM 1765.8 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 1,076 sq. ft. 	 Fully furnished
Southlake Terraces, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,300,000(RM 1178.57 per sq. ft.)	4+1	5	2	2-sty Terrace/Link House | Corner lot 	 Built-up : 2,800 sq. ft.	Unfurnished
Bukit Prima Pelangi, Segambut, Taman Sri Bintang , Segambut	Segambut, Kuala Lumpur	RM 880,000(RM 382.61 per sq. ft.)	4	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,300 sq. ft. 	 Unfurnished
Taman Tasik Indah , Jalan Ipoh, Jalan Ipoh	Jalan Ipoh, Kuala Lumpur	RM 1,160,000(RM 362.5 per sq. ft.)	5+2	6	None	2.5-sty Terrace/Link House | End lot 	 Built-up : 3,200 sq. ft. 	 Partly furnished
Taman Megah , Kepong , Taman Petaling, Kepong	Kepong, Kuala Lumpur	RM 1,200,000(RM 461.54 per sq. ft.)	5	4	None	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 2,600 sq. ft. 	 Partly furnished
The Pearl (Pearl Point), Taman United, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 450,000(RM 360 per sq. ft.)	3	2	1	Condominium 	 Built-up : 1,250 sq. ft. 	 Partly furnished
The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,150,000(RM 648.98 per sq. ft.)	4+1	4	4	Condominium 	 Built-up : 1,772 sq. ft. 	 Partly furnished
Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 1956.52 per sq. ft.)	5+3	6	8	Bungalow | Corner lot 	 Built-up : 11,500 sq. ft. 	 Fully furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 830,000(RM 829.17 per sq. ft.)	2	2	2	Condominium | Intermediate 	 Built-up : 1,001 sq. ft. 	 Partly furnished
Duta Suria Ampang 3.5s Corner Semi D, Ampang Hilir	Ampang Hilir, Kuala Lumpur	RM 3,098,000(RM 362.47 per sq. ft.)	7	8	3	Semi-detached House | Corner lot 	 Built-up : 8,547 sq. ft.	Unfurnished
DAMANSARA HEIGHTS, BUKIT DAMANSARA, TTDI, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 8,500,000(RM 1062.5 per sq. ft.)	6+1	7	6	Bungalow | Corner lot 	 Built-up : 8,000 sq. ft. 	 Partly furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,200,000(RM 701.75 per sq. ft.)	5+1	5	4	Condominium | Corner lot 	 Built-up : 3,135 sq. ft. 	 Partly furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,800,000(RM 1150 per sq. ft.)	6+2	10	10	Bungalow 	 Built-up : 12,000 sq. ft. 	 Partly furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,950,000(RM 774.12 per sq. ft.)	4+1	5	4	Condominium | Corner lot 	 Built-up : 2,519 sq. ft. 	 Partly furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 15,000,000(RM 1250 per sq. ft.)	5+2	7	8	Bungalow 	 Built-up : 12,000 sq. ft. 	 Partly furnished
Setiabakti, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,300,000(RM 1177.78 per sq. ft.)	5+1	5	4	Bungalow 	 Built-up : 4,500 sq. ft.	Unfurnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,300,000(RM 734.36 per sq. ft.)	5+1	6	4	Condominium | Corner lot 	 Built-up : 3,132 sq. ft. 	 Partly furnished
Setiakasih (Guarded), Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 7,800,000(RM 1560 per sq. ft.)	7	5	6	Bungalow | Corner lot 	 Built-up : 5,000 sq. ft. 	 Partly furnished
The Ara Bangsar,Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 5,500,000(RM 819.67 per sq. ft.)	5	5	4	Bungalow | Corner lot 	 Built-up : 6,710 sq. ft. 	 Partly furnished
EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 499,000(RM 654.86 per sq. ft.)	1	2	1	Serviced Residence 	 Built-up : 762 sq. ft.	Unfurnished
Gateway Kiaramas, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 610,000(RM 821 per sq. ft.)	1	1	1	Serviced Residence | Intermediate 	 Built-up : 743 sq. ft. 	 Fully furnished
Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 1714.29 per sq. ft.)	5+2	6	6	Bungalow 	 Built-up : 10,500 sq. ft. 	 Fully furnished
Tiara Setiawangsa, Kuala Lumpur, Setiawangsa	Setiawangsa, Kuala Lumpur	RM 1,190,000(RM 457.69 per sq. ft.)	4	3	None	2-sty Terrace/Link House 	 Built-up : 2,600 sq. ft.	Unfurnished
Vista Tasik, Bandar Sri Permasuri, Cheras	Cheras, Kuala Lumpur	RM 488,000(RM 504.13 per sq. ft.)	3	2	1	Condominium 	 Built-up : 968 sq. ft.	Unfurnished
Bukit Jallil Golf &amp; Country Resort Bungalow, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 3,990,000(RM 886.67 per sq. ft.)	5	5	4	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Taman Taynton View Cheras 1s, Cheras	Cheras, Kuala Lumpur	RM 575,000(RM 359.38 per sq. ft.)	4	2	2	1-sty Terrace/Link House | Intermediate 	 Built-up : 1,600 sq. ft.	Unfurnished
Happy Garden OUG, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 1,230,000(RM 534.78 per sq. ft.)	3	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,300 sq. ft.	Unfurnished
Parkhill Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 570,000(RM 518.18 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 1,100 sq. ft. 	 Fully furnished
Bukit Tunku, Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 16,800,000(RM 16800 per sq. ft.)	1	1	10	Bungalow 	 Built-up : 1,000 sq. ft.	Unfurnished
Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 2,000,000(RM 2785.52 per sq. ft.)	1	1	1	Condominium | Intermediate 	 Built-up : 718 sq. ft. 	 Fully furnished
Kenny hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 14,500,000(RM 2900 per sq. ft.)	5+1	5	7	Bungalow 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 45,000,000(RM 1709.14 per sq. ft.)	8+5	11	15	Bungalow | Corner lot 	 Built-up : 26,329 sq. ft.	Unfurnished
Taman Midah, Cheras	Cheras, Kuala Lumpur	RM 645,000(RM 418.83 per sq. ft.)	3+1	2	2	1-sty Terrace/Link House | Intermediate 	 Built-up : 1,540 sq. ft. 	 Unfurnished
GenKL, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 1,071,000(RM 690.52 per sq. ft.)	3+1	3	2	Condominium | Corner lot 	 Built-up : 1,551 sq. ft. 	 Partly furnished
Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 1028.57 per sq. ft.)	6+1	8	12	Bungalow 	 Built-up : 17,500 sq. ft.	Unfurnished
Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 8,500,000(RM 2125 per sq. ft.)	4+1	4	4	Bungalow 	 Built-up : 4,000 sq. ft.	Unfurnished
Kenny Hills , Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 7,500,000(RM 2500 per sq. ft.)	1	1	10	Bungalow 	 Built-up : 3,000 sq. ft.	Unfurnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 896.55 per sq. ft.)	6+1	9	None	Bungalow 	 Built-up : 14,500 sq. ft.	Unfurnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 7,000,000(RM 823.53 per sq. ft.)	6+1	7	None	Bungalow 	 Built-up : 8,500 sq. ft. 	 Partly furnished
Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,300,000(RM 1800 per sq. ft.)	4+1	4	3	Bungalow | Intermediate 	 Built-up : 3,500 sq. ft. 	 Unfurnished
Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	4+1	5	5	Bungalow | Intermediate 	 Built-up : 5,000 sq. ft. 	 Unfurnished
Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	4+1	5	5	Bungalow | Intermediate 	 Built-up : 5,000 sq. ft. 	 Unfurnished
Casaman, Desa ParkCity, ParkCity Heights, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,250,000(RM 780.1 per sq. ft.)	5+1	6	4	3-sty Terrace/Link House | Intermediate 	 Built-up : 5,448 sq. ft. 	 Partly furnished
The Link 2 Residences, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 530,000(RM 794.6 per sq. ft.)	2	1	1	Serviced Residence 	 Built-up : 667 sq. ft.	Unfurnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,500,000(RM 1300 per sq. ft.)	5+1	6	6	Bungalow | Intermediate 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Segar Courts, Taman Segar, Cheras	Cheras, Kuala Lumpur	RM 460,000(RM 460 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 1,000 sq. ft.	Unfurnished
Setiakasih Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,250,000(RM 1062.5 per sq. ft.)	5+1	6	2	Semi-detached House | Intermediate 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Taman Duta	Taman Duta, Kuala Lumpur	RM 22,000,000(RM 1760 per sq. ft.)	5+1	6	None	Bungalow 	 Built-up : 12,500 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,500,000(RM 1250 per sq. ft.)	7+1	9	3	Bungalow | Corner lot 	 Built-up : 7,600 sq. ft. 	 Partly furnished
 TTDI Persiaran Zaaba, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,350,000(RM 613.64 per sq. ft.)	5	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,200 sq. ft. 	 Partly furnished
Bayu Sri Bintang,Sri Bintang,Kepong, Kepong	Kepong, Kuala Lumpur	RM 2,900,000(RM 690.48 per sq. ft.)	5+1	6	None	Semi-detached House 	 Built-up : 4,200 sq. ft. 	 Partly furnished
Lucky Garden,Bangsar,Jalan Tempinis 1, Bangsar	Bangsar, Kuala Lumpur	RM 4,000,000(RM 888.89 per sq. ft.)	4+2	4	3	Semi-detached House 	 Built-up : 4,500 sq. ft. 	 Partly furnished
The Horizon Residence, KL City	KL City, Kuala Lumpur	RM 2,180,000(RM 1523.41 per sq. ft.)	3	2	2	Serviced Residence | Corner lot 	 Built-up : 1,431 sq. ft. 	 Partly furnished
The Westside One, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 980,000(RM 711.18 per sq. ft.)	2	3	2	Condominium | Intermediate 	 Built-up : 1,378 sq. ft. 	 Partly furnished
Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 2142.86 per sq. ft.)	5+3	6	8	Bungalow 	 Built-up : 10,500 sq. ft. 	 Partly furnished
TAMAN SRI BAHTERA, Cheras	Cheras, Kuala Lumpur	RM 720,000(RM 360 per sq. ft.)	4	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,000 sq. ft. 	 Partly furnished
Twy Duplex Condos, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 628,000(RM 948.64 per sq. ft.)	1	1	1	Condominium 	 Built-up : 662 sq. ft.	Unfurnished
Bukit Jallil Golf &amp; Country Resort Bungalow, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 3,990,000(RM 886.67 per sq. ft.)	5	5	4	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Masera Bukit Segar, Cheras	Cheras, Kuala Lumpur	RM 13,800,000(RM 1380 per sq. ft.)	9	9	8	Bungalow | Corner lot 	 Built-up : 10,000 sq. ft. 	 Partly furnished
Masera Bukit Segar, Cheras	Cheras, Kuala Lumpur	RM 9,800,000(RM 980 per sq. ft.)	8	8	10	Bungalow | Corner lot 	 Built-up : 10,000 sq. ft. 	 Partly furnished
damansara heights, Bangsar	Bangsar, Kuala Lumpur	RM 3,850,000(RM 962.5 per sq. ft.)	6	6	4	3-sty Terrace/Link House | End lot 	 Built-up : 4,000 sq. ft. 	 Partly furnished
damansara heights, Bangsar	Bangsar, Kuala Lumpur	RM 3,850,000(RM 962.5 per sq. ft.)	6	6	4	3-sty Terrace/Link House | End lot 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Bukit Segar 3s Semi-D 4047sf Land, Cheras	Cheras, Kuala Lumpur	RM 2,850,000(RM 712.5 per sq. ft.)	6	4	4	3-sty Terrace/Link House | Corner lot 	 Built-up : 4,000 sq. ft. 	 Unfurnished
TAMAN BUKIT SEGAR, Cheras	Cheras, Kuala Lumpur	RM 699,000(RM 268.85 per sq. ft.)	4	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,600 sq. ft. 	 Partly furnished
DAMAI PERDANA D'EXOTICA, Cheras	Cheras, Kuala Lumpur	RM 1,380,000(RM 511.11 per sq. ft.)	4	4	5	2-sty Terrace/Link House | Corner lot 	 Built-up : 2,700 sq. ft. 	 Unfurnished
Setia Sky Seputeh, Seputeh	Seputeh, Kuala Lumpur	RM 2,100,000(RM 882.72 per sq. ft.)	3+1	4	3	Condominium 	 Built-up : 2,379 sq. ft. 	 Partly furnished
Tijani 2 North, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 2,899,000(RM 985.05 per sq. ft.)	3+1	4	3	Condominium 	 Built-up : 2,943 sq. ft. 	 Partly furnished
Lexa Residence @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 560,000(RM 639.27 per sq. ft.)	4	2	2	Serviced Residence 	 Built-up : 876 sq. ft. 	 Partly furnished
SEGAR PERDANA , Cheras	Cheras, Kuala Lumpur	RM 780,000(RM 375 per sq. ft.)	4	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,080 sq. ft. 	 Partly furnished
Sri Petaling	Sri Petaling, Kuala Lumpur	RM 1,228,000(RM 352.06 per sq. ft.)	5+1	6	2	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,488 sq. ft. 	 Unfurnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 0.86 per sq. ft.)	2	2	1	Serviced Residence | Corner lot 	 Built-up : 868,000 sq. ft. 	 Partly furnished
The Reach @ Titiwangsa, Setapak	Setapak, Kuala Lumpur	RM 840,000(RM 614.04 per sq. ft.)	3	3	3	Condominium 	 Built-up : 1,368 sq. ft. 	 Unfurnished
The Park 2, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 1000 per sq. ft.)	2	2	1	Serviced Residence | Corner lot 	 Built-up : 750 sq. ft. 	 Partly furnished
Country Heights Damansara,Kuala Lumpur, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,800,000(RM 1380 per sq. ft.)	6+1	10	None	Bungalow 	 Built-up : 10,000 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,350,000(RM 862.62 per sq. ft.)	3+1	3	2	Serviced Residence | Corner lot 	 Built-up : 1,565 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,030,000(RM 933.82 per sq. ft.)	3	2	2	Serviced Residence | Corner lot 	 Built-up : 1,103 sq. ft. 	 Partly furnished
Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 760,000(RM 650.68 per sq. ft.)	3	3	1	Condominium 	 Built-up : 1,168 sq. ft. 	 Unfurnished
 Serene Kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,800,000(RM 700 per sq. ft.)	4+1	6	3	Semi-detached House | Intermediate 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Verve Suites, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 600,000(RM 923.08 per sq. ft.)	1	1	1	Serviced Residence 	 Built-up : 650 sq. ft. 	 Fully furnished
Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,800,000(RM 1133.33 per sq. ft.)	4+1	5	3	Bungalow 	 Built-up : 6,000 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,300,000(RM 846.91 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,535 sq. ft. 	 Partly furnished
Amelia Garden Homes, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,430,000(RM 923.95 per sq. ft.)	3+1	4	None	2-sty Terrace/Link House 	 Built-up : 2,630 sq. ft.	Unfurnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 910,000(RM 832.57 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,093 sq. ft. 	 Partly furnished
One Central Park, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,380,000(RM 1059.09 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,303 sq. ft. 	 Fully furnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 828,000(RM 484.21 per sq. ft.)	3+2	4	2	Condominium | Intermediate 	 Built-up : 1,710 sq. ft.	Unfurnished
Old Klang Road, Taman Desa	Taman Desa, Kuala Lumpur	RM 2,350,000(RM 783.33 per sq. ft.)	5	3	None	Semi-detached House | Intermediate 	 Built-up : 3,000 sq. ft. 	 Partly furnished
Bukit Kiara Residence,, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,800,000(RM 700 per sq. ft.)	4+1	5	2	Semi-detached House | Corner lot 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,800,000(RM 1088.89 per sq. ft.)	7+1	9	6	Bungalow | Intermediate 	 Built-up : 9,000 sq. ft. 	 Fully furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,283 sq. ft. 	 Partly furnished
Suria Stonor, KLCC	KLCC, Kuala Lumpur	RM 2,350,000(RM 712.12 per sq. ft.)	4	5	3	Serviced Residence | Corner lot 	 Built-up : 3,300 sq. ft. 	 Partly furnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 1,950,000(RM 1298.27 per sq. ft.)	3	2	2	Serviced Residence | Corner lot 	 Built-up : 1,502 sq. ft. 	 Fully furnished
Setia Sky Seputeh, Seputeh	Seputeh, Kuala Lumpur	RM 2,400,000(RM 895.52 per sq. ft.)	4+1	5	3	Condominium | Corner lot 	 Built-up : 2,680 sq. ft. 	 Partly furnished
Riana Green East, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 965,000(RM 527.9 per sq. ft.)	3+1	3	2	Condominium 	 Built-up : 1,828 sq. ft. 	 Fully furnished
Ttdi hills Taman Tun Dr Ismail, Damansara	Damansara, Kuala Lumpur	RM 7,000,000(RM 1383.95 per sq. ft.)	6	8	None	Bungalow 	 Built-up : 5,058 sq. ft.	Unfurnished
Westside Three, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 882.35 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,530 sq. ft. 	 Fully furnished
The Leafz @ Dedaun, Salak Selatan	Salak Selatan, Kuala Lumpur	RM 550,000(RM 536.59 per sq. ft.)	2+1	2	2	Serviced Residence 	 Built-up : 1,025 sq. ft. 	 Fully furnished
Taman Melawati , Taman Melawati	Taman Melawati, Kuala Lumpur	RM 2,000,000(RM 400 per sq. ft.)	6+1	8	None	Semi-detached House 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 820,000(RM 493.08 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,663 sq. ft. 	 Partly furnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 748,000(RM 537.36 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 1,392 sq. ft. 	 Partly furnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 868,000(RM 487.09 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,782 sq. ft. 	 Partly furnished
BUKIT BANDARAYA, Bangsar	Bangsar, Kuala Lumpur	RM 4,800,000(RM 1066.67 per sq. ft.)	5+1	6	6	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Bujut Indah, Ampang	Ampang, Kuala Lumpur	RM 3,800,000(RM 710.28 per sq. ft.)	6	5	None	Bungalow | Corner lot 	 Built-up : 5,350 sq. ft. 	 Partly furnished
Amberhill , Taman Melawati	Taman Melawati, Kuala Lumpur	RM 5,500,000(RM 848.77 per sq. ft.)	7	7	None	Bungalow 	 Built-up : 6,480 sq. ft.	Unfurnished
Haji Openg, TTDI , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,490,000(RM 784.21 per sq. ft.)	5	3	1	1.5-sty Terrace/Link House | Intermediate 	 Built-up : 1,900 sq. ft. 	 Partly furnished
Jalan Datuk Sulaiman, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,800,000(RM 818.18 per sq. ft.)	4+1	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,200 sq. ft. 	 Partly furnished
Datuk Sulaiman , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 2,530,000(RM 1012 per sq. ft.)	6	4	None	2.5-sty Terrace/Link House 	 Built-up : 2,500 sq. ft.	Unfurnished
KEMARIS, BANGSAR, Bangsar	Bangsar, Kuala Lumpur	RM 4,500,000(RM 1125 per sq. ft.)	5+1	4	4	Bungalow | Intermediate 	 Built-up : 4,000 sq. ft. 	 Partly furnished
SouthLake Terraces, SouthLake, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,050,000(RM 931.82 per sq. ft.)	3+1	4	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,200 sq. ft. 	 Partly furnished
Suasana Sentral Loft, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,198,000(RM 775.91 per sq. ft.)	3+1	3	1	Condominium | Corner lot 	 Built-up : 1,544 sq. ft. 	 Fully furnished
Bukit Prima Pelangi segambut mont kiara kepong, Segambut	Segambut, Kuala Lumpur	RM 950,000(RM 413.04 per sq. ft.)	4	3	4	2-sty Terrace/Link House 	 Built-up : 2,300 sq. ft.	Unfurnished
Covillea, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 850,000(RM 600.71 per sq. ft.)	3+1	3	2	Condominium | Corner lot 	 Built-up : 1,415 sq. ft. 	 Partly furnished
Lavile Kuala Lumpur, Cheras	Cheras, Kuala Lumpur	RM 930,000(RM 874.06 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,064 sq. ft. 	 Partly furnished
Puncak Prima, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 638,000(RM 510.4 per sq. ft.)	3	2	1	Condominium 	 Built-up : 1,250 sq. ft. 	 Partly furnished
One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 5,300,000(RM 1612.9 per sq. ft.)	3+1	3	3	Condominium 	 Built-up : 3,286 sq. ft. 	 Fully furnished
